altitude,vertical_speed,rate_of_descent,flap_deployment,spoiler_deployment,brake_input,pitch_variability,roll_angle_variability,hard_landing
3000,678,310,16,13,15,2.323838618048157,3.952135737573664,0
2500,634,330,46,33,37,3.326539611040766,4.089255496573353,0
50,452,427,36,43,39,4.643385897594028,5.257541738378548,0
1500,304,311,78,9,22,5.413431088315026,4.838324716735341,0
50,544,391,6,39,31,3.4726084514212325,3.9437850441172624,0
500,633,536,18,50,29,3.0786548268561464,5.038801820494645,1
3000,583,273,34,1,19,3.627389503917696,5.786891205516292,0
50,317,506,11,13,17,2.460876500086044,2.130721599696704,1
2000,679,317,73,7,32,4.3829645210260875,2.2037551382065748,0
2000,759,375,58,43,19,4.71460539145847,5.427585118076253,1
500,709,453,64,47,31,2.1050978039985377,4.42428797355824,1
2500,258,310,27,22,32,4.321799899949574,5.919798944229325,0
100,716,298,50,18,0,2.452790896047885,3.796321072460357,1
3000,541,585,36,14,29,2.1151623707797755,2.9308744891919334,1
50,389,469,76,48,33,2.545873024134293,1.3893300994504596,0
1000,293,181,57,27,4,4.8020621084188475,5.294147700005018,0
2000,288,341,11,48,21,2.8404276736646494,1.8499722812889554,0
3000,555,596,9,33,28,3.254329162629279,2.0585913469384307,1
1000,647,370,30,8,37,2.970725754312668,4.330229347725647,0
500,671,549,89,27,0,3.912840383888829,2.7878225411728,1
1000,522,360,93,0,28,3.9789159110879995,3.369721202413602,0
1000,669,447,41,42,14,1.8141787233177973,4.158252921352833,0
100,607,584,36,37,22,2.4188779582790656,3.5792739409587853,1
1500,742,327,17,17,29,1.455110893301927,5.758148119901839,1
2500,247,310,71,9,21,2.0599827595329048,5.0801376891703605,0
500,754,469,16,18,17,3.1457572480851828,4.888458395887465,1
100,583,400,76,4,26,2.923612981125698,3.498320444537442,0
500,294,535,17,39,3,4.619713244469187,2.1331357724051188,1
2000,373,423,56,44,31,5.042971775068042,2.876892451242455,0
100,330,303,89,1,31,2.7178788756231125,1.5542248612493257,0
1000,330,537,18,29,31,3.3222913549571365,2.2415815129396837,1
50,472,439,55,2,38,1.3019422927028033,4.7314457611172385,0
1000,568,470,80,20,16,5.527519531250772,2.532383712970631,0
3000,344,395,50,8,28,2.1111606214314316,2.6239546014723767,0
2000,303,157,25,29,37,3.6829995489804936,1.9948601526382324,0
50,421,493,3,49,16,3.4232167611762816,1.5453923923518877,0
100,429,234,61,3,35,2.9459093474003932,2.880548310626044,0
1500,414,315,72,29,20,1.1435276048848189,5.714086354101834,0
50,272,449,47,40,38,5.29849807544097,3.9078391575704527,0
100,776,333,87,48,31,2.7033540735713757,3.1113845037824346,1
500,208,374,61,8,10,1.8063047403159451,4.103144999979209,0
2000,274,498,48,41,2,4.761809552969311,2.6549448660310837,0
500,523,576,24,21,36,2.0199846833009474,2.375697070039905,1
2500,591,560,92,35,3,5.8690169492196045,1.1455049480872195,1
3000,398,514,98,35,4,3.003272300605134,4.700249398103096,1
100,327,322,40,0,17,4.879029381709365,3.6749804902987355,0
100,260,542,85,32,34,2.0717816017209296,1.065683142643946,1
2000,608,291,72,14,35,1.3661266300104304,5.651269154863548,0
1000,583,313,72,8,11,3.1297486809388486,2.047672925867746,0
100,674,547,13,39,24,1.702003332848082,4.039683828877024,1
500,446,486,57,4,0,2.2520079630885124,4.822985461836664,0
50,255,345,74,15,7,1.7182192097033808,3.3324375041063163,0
2000,645,558,67,35,13,4.686972109339215,5.553913440287677,1
1000,390,576,95,4,38,4.185077003298054,4.16252694816771,1
100,627,213,1,16,7,5.561428984515854,2.2235454686175595,0
2500,545,222,52,16,30,1.3941243082391965,3.726906974179133,0
1500,761,217,14,28,27,1.2100770516563482,1.5928607426988126,1
500,613,506,78,41,8,2.7303222788587607,4.062779549644768,1
100,417,395,39,19,25,1.5724379190955946,2.74365017945679,0
2500,310,590,51,8,6,3.016024195558394,2.149521374435997,1
1500,586,256,3,13,20,2.697682242969281,1.3246053543160732,0
500,500,368,26,36,38,3.1080170324461616,4.939161381801207,0
1000,343,502,11,29,0,2.7478652487119377,5.577470717019604,1
2000,549,159,56,19,21,2.275436888734111,1.330145102977114,0
3000,489,296,48,8,23,5.745232935878903,3.2169252037894918,0
1000,375,599,52,22,3,2.1143633598131233,5.668382946429073,1
1000,221,294,15,26,11,2.6867009214537414,2.055912348296286,0
100,495,369,78,25,19,2.316812742570998,1.6372123221458241,0
2500,331,470,17,36,22,5.680905090625462,2.2546506414993353,0
1500,640,264,91,46,35,4.652866920973198,1.0079244707001147,0
2500,443,233,84,36,23,3.9220737586180148,1.1994123278962567,0
2500,777,585,52,49,4,2.7447408500891175,4.213873730751012,1
500,391,471,10,31,40,4.226850692348049,4.564445210912988,0
1500,428,599,76,21,16,4.5876190082592645,3.411835574777083,1
500,613,303,93,37,27,4.063323275418822,2.7306106276910076,0
100,290,340,6,7,34,2.003955710796234,3.051737011672375,0
2000,415,356,47,14,19,4.468489346214978,1.6940869361125823,0
2500,389,253,2,2,16,5.526571990829361,1.0916690580642388,0
50,784,400,99,34,7,5.364338819232686,1.993704967118464,1
3000,737,209,61,5,15,4.482155698013777,2.419311609561697,1
500,742,286,77,42,16,2.071645223631781,3.596272714865127,1
2000,435,454,50,43,9,3.2998565292228514,3.7663258605964103,0
3000,658,193,93,25,39,2.581682577022149,1.207236134564689,0
2000,647,296,2,47,15,3.0168935012833678,2.6351177383567164,0
1500,676,221,79,19,7,3.284893286739348,4.23769631022988,0
500,591,369,41,24,25,5.752783002441781,3.316193832703819,0
2000,514,427,94,42,27,2.7293174866575933,3.2628953452157297,0
2500,776,369,50,45,19,5.277001889064648,2.5467403582672876,1
3000,799,585,38,15,33,1.4051044918564521,3.1156713391822732,1
2000,390,388,25,24,15,2.6874010546289613,4.565191351484398,0
500,580,315,37,34,35,1.4371993734390434,3.4471566351382474,0
1500,441,329,63,49,30,3.6360391413890727,3.8559071139691214,0
1500,607,197,34,40,9,4.279705302667172,3.41023640279376,0
500,229,467,40,45,17,2.1946135778419724,4.089961616942864,0
1000,363,550,84,50,28,5.072919649225323,4.4002233549083085,1
500,332,432,64,31,30,5.468857381480891,2.606728098963176,0
50,615,462,50,31,3,3.5536544688417617,4.420700369542207,0
50,496,455,94,19,33,5.331323900024459,2.5725707676388363,0
100,564,461,96,36,26,5.713579761811955,4.9581240172805625,0
3000,402,298,73,6,5,5.144152480637644,2.3258208586088194,0
2000,731,365,100,43,14,5.668320648464896,4.66524184939985,1
2000,453,199,10,26,11,2.8827067172051666,4.966004645089946,0
50,388,490,97,46,16,3.900050155506271,5.333612666051993,0
2000,383,247,94,21,9,3.377387672058065,2.703745233632618,0
2500,370,488,25,43,29,1.768950399312961,1.5461899754368593,0
50,558,455,100,41,0,1.1440226181312405,2.776213514072716,0
1000,479,198,91,5,11,3.85779166851741,3.802818938177682,0
2000,739,358,47,30,10,3.239848671056084,4.628709881508238,1
3000,350,228,17,3,33,3.0584213430963954,5.07720363607103,0
3000,666,463,55,29,35,4.259145871929234,2.435550453891957,0
500,485,302,69,45,35,1.4675551605135113,3.804215091744897,0
100,651,540,24,40,0,1.5652484507241873,5.628574379734852,1
100,343,569,99,47,14,5.265319030173385,5.698596171422424,1
500,533,247,99,23,3,2.190180614441026,1.3192972914455132,0
1000,614,502,33,3,2,5.273891031877308,1.527729966532673,1
1000,427,461,67,45,40,4.362520349015568,3.7970490507167725,0
50,406,190,72,10,38,2.0587743880145966,4.479104476383354,0
2000,212,173,33,48,20,5.512763917117536,1.365559955073349,0
1000,658,193,99,23,11,5.865175917806608,5.622154652803098,0
500,766,419,67,28,0,2.400860313872924,3.722961516731124,1
2000,694,215,28,3,30,1.750063265787277,4.9822218993201135,0
2000,237,455,27,33,24,3.2218766227882334,1.4330816157240962,0
100,396,561,19,42,26,1.4645830822469272,5.798215187193333,1
1000,647,357,95,35,4,3.456936751639783,5.18172638648219,0
2500,799,406,73,4,28,3.1389508650893054,1.7625275817574977,1
1500,276,375,76,43,2,3.192607494452549,3.153101231777714,0
1500,412,248,99,22,9,1.8485477787343354,1.279825243093978,0
2500,555,425,8,7,13,1.4347806124117004,3.1156032455111595,0
3000,326,550,19,33,24,2.392083156586559,5.467569388932221,1
2500,324,154,89,2,35,1.13794150820452,5.758560651727148,0
500,374,390,73,40,18,4.290507869124038,5.783976310971729,0
2500,797,476,5,45,3,1.4140752999296504,4.957626516787496,1
500,260,212,13,11,27,1.770831500929667,5.8671235549376615,0
50,287,528,16,42,5,1.2669877873609598,3.380387232987173,1
100,686,405,78,8,37,3.612232713969144,3.3891573884267454,0
100,360,177,98,21,16,4.5057001264960705,5.315258552447901,0
1500,738,209,72,15,38,2.9676574830203606,4.482167559333334,1
50,438,554,83,48,13,2.7855569717931226,1.5852693200681074,1
2500,329,367,7,19,25,3.270492699468793,4.812012099173092,0
50,606,435,8,39,24,2.6369914737978637,2.553655984132894,0
100,217,152,31,35,27,5.57419339118119,1.5655066370795425,0
1500,554,309,55,31,21,2.568250786528418,2.3087043812164896,0
2500,352,231,88,19,0,2.1800563550928223,5.551676623228039,0
1000,498,524,67,6,6,5.547338439318265,3.6994336648747725,1
500,724,310,0,25,37,1.2749494266142576,3.416157537950947,1
3000,418,472,29,37,21,5.855603137981063,3.8404134909999117,0
2000,403,399,55,6,11,2.8992205267561477,5.8356078880253275,0
1500,360,169,95,5,8,1.4972063535261728,3.8553852792016423,0
50,607,271,17,10,20,2.9060300318542636,3.4336136835021844,0
1000,553,241,7,39,36,4.6489488156218455,1.444128226765187,0
50,450,433,41,50,19,2.34757892636322,2.036925648939876,0
3000,362,514,30,22,8,1.2352840691832965,1.2359192052989005,1
1500,211,299,90,29,21,2.5331528173382885,4.846356871409238,0
1500,365,288,87,17,17,5.688131635047387,3.051413385916372,0
100,733,563,48,10,6,1.9193979062699769,1.8341572394283692,1
2500,266,552,7,28,39,1.619172531642016,1.476049914640846,1
1000,786,410,99,49,37,2.428362192346376,4.920031294411936,1
500,745,328,74,49,11,3.6894267994310486,1.825977995076503,1
1000,316,193,90,16,35,5.232252453285473,2.556327783021323,0
2000,567,365,45,45,3,4.55725498016442,3.36403901628192,0
100,793,403,32,48,2,4.363558127175963,5.008045574557383,1
50,704,463,67,0,39,4.394899618368753,5.7412166103845745,1
1500,460,565,60,26,31,2.933858561395475,4.891786450734892,1
1000,570,527,61,7,38,5.288590637891103,4.0514474757998915,1
100,562,349,88,26,18,5.723507463140423,1.3226737822720116,0
2000,416,364,51,47,0,3.867492603730877,5.0077289730561745,0
1500,634,557,42,10,12,5.502824256249652,4.418317177475288,1
2500,631,420,25,48,1,2.6737158004762915,4.715825333035232,0
2000,675,521,97,5,20,1.9500225225858239,4.690814378692311,1
1000,768,551,14,11,24,3.790350307103087,2.462775312423793,1
1000,506,446,15,42,37,5.1384911015882615,3.9454059953244336,0
2500,615,453,69,39,38,2.846755936635549,3.6242908244199645,0
50,230,550,79,33,26,2.3274132639688325,1.2057386269307282,1
100,282,204,66,37,12,5.4654396548924264,1.9990762852355655,0
500,435,303,61,39,40,3.7186801474325666,2.018700109417248,0
50,660,578,39,48,17,3.117689711995243,5.122124328806941,1
100,438,431,59,39,28,2.5786804200727067,3.3490047699850605,0
3000,597,593,94,17,5,4.474685904259747,3.9931790858412564,1
50,337,194,37,36,18,1.8999023026545565,2.7595542286449515,0
2500,481,441,11,31,8,5.946275917691314,1.0154727889196975,0
1000,628,230,55,50,22,1.8921174125834281,5.259003484489735,0
2000,678,239,36,25,15,5.353398858418789,5.45836169373013,0
2000,781,301,28,27,39,2.808609821735691,3.557070730912389,1
1000,603,265,87,1,40,4.0706259444519715,1.337665499418713,0
2500,517,163,70,9,23,4.314852017078142,3.264298410730774,0
1500,641,382,55,37,39,1.6104507053265156,3.8134025582021676,0
2000,455,477,70,39,27,3.1663308644575214,1.9520738150108725,0
1500,218,370,5,41,27,2.5723152431234144,3.818556580676298,0
2500,362,476,3,41,33,3.6197856334699567,1.7849489342320277,0
1000,688,345,15,29,20,1.6923228641917083,5.536546269459814,0
1500,678,518,46,9,5,3.124600455750491,4.002542799982512,1
3000,300,355,16,27,22,1.6776207995882482,5.288593845619347,0
100,287,519,6,24,39,5.4625462508415445,1.554056588340971,1
2500,770,432,35,30,20,1.4269867117953248,4.532514493020811,1
2000,326,271,35,19,33,3.3404398463905016,3.065247010917262,0
50,379,177,98,15,5,1.4453874660074635,4.127105656653767,0
1000,220,527,66,25,17,4.540450124026286,4.101734478085023,1
3000,261,197,18,1,32,1.6400496519062955,4.640834379346298,0
2500,606,380,59,50,24,2.0573045779578183,1.3900622247363956,0
3000,762,258,48,31,7,5.235818928233695,1.454256493537617,1
2000,243,474,17,4,36,5.702138433389209,2.6332151542882167,0
2000,490,590,12,36,14,1.1103596513388294,1.236936229868487,1
50,778,420,43,12,15,3.0817352695045086,1.2115008119056172,1
2000,758,482,18,7,33,4.566952931229572,4.416449752567907,1
50,265,184,86,22,22,3.151379562498729,5.109897929603125,0
2500,319,326,63,21,13,1.9724307121149938,1.2987968296026655,0
3000,409,352,5,4,10,3.190590697289425,3.4791885798571904,0
3000,342,236,37,28,34,3.0835661995055266,3.4380461956883375,0
2000,236,232,77,28,5,5.402270517433177,2.7698871402790313,0
3000,495,588,22,36,15,2.47945480881234,5.270705236658851,1
50,256,571,68,29,24,5.019707111863543,3.6986144825280487,1
100,717,353,51,30,14,3.6545879729063233,3.611098483004315,1
50,275,492,69,30,31,4.683825472129532,3.0884965590410487,0
100,465,524,21,43,19,5.47678395897058,3.445775577051718,1
500,674,376,8,4,14,2.4512930129520765,2.54412863099222,0
3000,423,506,83,18,11,2.100320052196225,1.948967218138697,1
1500,395,278,24,5,16,1.225401743861734,5.431970304056342,0
500,251,252,31,31,31,3.71440406532765,2.13950136010623,0
1500,608,577,6,17,2,4.205558132199465,2.7998753385197963,1
1000,730,394,86,14,35,4.5504405078729295,4.163030088056253,1
100,558,235,90,46,27,4.820593159692212,2.8266625075421676,0
2500,640,233,97,48,27,4.006468767263428,4.869188863876598,0
50,479,449,76,24,29,2.964067960142764,2.938931872278996,0
50,671,222,28,50,10,4.814920523637944,3.846017560350154,0
100,293,440,57,30,10,1.6325101847370567,1.513691287798788,0
100,713,476,51,36,29,5.695538345141025,1.89458509394363,1
2500,201,288,30,14,31,3.5734188521342953,3.7760357257192196,0
1500,347,455,41,8,6,5.7203118198837695,1.0410616425925736,0
500,231,310,88,13,12,5.3506590804960235,4.697720076273773,0
2500,690,206,3,44,24,4.279363917314629,2.7920961085401625,0
1000,277,343,31,13,11,2.870955875955568,4.976475233061662,0
2500,795,272,30,29,14,4.724871918130283,5.789631474526731,1
1000,498,328,29,35,40,1.1646631005951171,5.826855970923869,0
100,309,444,30,10,24,2.2128541380731948,4.024253584650008,0
1000,356,392,57,42,15,3.221732122801371,1.0173701671845072,0
3000,472,592,100,40,16,4.125957935024151,5.2274766047164105,1
500,358,245,57,17,12,1.7051928286951614,1.9230301576597022,0
1500,770,469,90,39,13,4.775484191721898,4.148623813249824,1
50,369,242,75,17,7,5.704371678578862,1.9090016103789251,0
1500,396,161,99,43,4,3.1633237922763437,1.2313910440698224,0
2500,685,292,57,32,7,3.6140751120841093,1.986397943195808,0
1000,339,330,66,39,34,3.8189529926900714,2.1282529185742995,0
100,609,333,29,48,8,1.8847531624337346,3.1998019231438186,0
3000,233,385,1,35,18,4.469088009581932,3.2758017646296698,0
1000,466,196,17,30,38,3.381723842509018,2.2206782134417815,0
3000,518,158,54,25,19,4.203682566355848,3.846222699870289,0
100,273,443,20,25,11,1.5811789940966667,3.153675461565384,0
100,314,311,20,10,27,3.281506190015599,3.7728163893511137,0
3000,346,256,17,46,15,2.9663062175040946,3.6940130206716475,0
50,242,153,31,35,15,1.6887674072631667,4.146403944452129,0
1000,544,304,36,11,18,2.5765380786085266,4.016725407293525,0
2000,395,595,97,29,12,1.9346332384133644,3.9788484238367645,1
2500,456,317,44,41,2,3.3199713725363074,5.386033940067705,0
1500,509,428,51,21,5,5.431171438356543,2.652106091290493,0
50,593,508,51,45,15,1.3663215638035906,3.2963191182787996,1
100,213,211,59,44,17,3.3859082857654745,4.664327392746177,0
50,309,556,90,30,25,2.8049733851965346,2.421631833500337,1
1500,415,152,3,15,1,2.5537151466046732,3.2373914793860026,0
2500,329,282,20,11,21,3.1468500439931333,3.4562216127142626,0
1000,233,549,26,27,25,4.286662335305156,5.080897327364117,1
100,731,249,73,42,25,1.1558351781887501,4.522705913769053,1
1500,281,364,10,34,14,1.220384715516773,1.1309856639426714,0
500,663,269,93,3,15,5.3088638989464085,1.146531864604444,0
3000,665,421,61,16,21,5.065464255579524,2.6510032988642696,0
2500,788,511,15,2,16,1.729812366814313,5.942648659008414,1
3000,362,334,20,35,16,4.31353011788296,3.105808114626171,0
2000,693,519,97,0,24,3.9881068937936357,1.1027440864001594,1
1000,667,393,70,43,38,1.5164664022759646,4.132569330846478,0
100,524,344,59,50,29,1.875635846995657,3.215263937633398,0
1500,206,241,5,21,9,2.6001320542093636,2.299007111413546,0
500,679,489,85,49,11,5.5843006766005505,1.4238427248049426,0
3000,570,272,82,32,8,4.507725859610711,4.544026912923824,0
2500,574,528,82,48,1,1.8593091761580869,4.322672945797898,1
2500,497,550,90,24,14,2.033472785539606,1.5381604229338448,1
2000,379,285,41,23,20,5.786359433065811,5.752780485730471,0
500,756,159,11,21,7,5.101275260588037,2.970737687900013,1
2500,507,375,28,26,28,4.037638252313437,1.7526429649256217,0
2500,517,242,44,10,27,2.2251987826860447,1.9339719229559629,0
1500,701,361,44,27,22,1.6209127246708146,1.8611927380270812,1
500,245,237,46,11,39,4.194935880811396,3.2941200966613122,0
3000,299,588,51,26,11,4.886189101557964,5.99934872337854,1
100,622,329,60,8,26,3.0587079154774193,1.2915083395987321,0
100,355,207,98,16,15,1.3477710344068807,5.380581035921696,0
2500,495,205,5,15,31,3.232597343231604,5.584863244686512,0
3000,341,309,17,9,3,1.410092645395574,3.698453844935699,0
3000,650,190,52,6,14,2.7925153252525257,3.6268348627999143,0
1000,634,555,7,19,35,1.416057688211653,1.4935736448674466,1
2500,561,451,86,15,33,3.016295658666745,2.586612225394868,0
1500,266,357,46,24,0,4.679282894251755,3.252422420420999,0
500,548,245,4,35,29,2.719307525055285,4.422762814979087,0
1000,624,418,17,43,33,1.5614271327707958,2.83780935735974,0
2500,292,369,29,16,3,4.4669873752988645,3.9696159764809655,0
50,689,225,98,47,8,4.3482020727943285,5.202246282747584,0
50,700,241,97,49,8,1.0492003573417565,4.289399229167021,0
500,381,449,52,34,33,1.2609368703348651,1.7641827292144865,0
3000,319,347,68,30,6,4.647436287452587,1.5691558212808145,0
100,522,537,62,36,24,1.4811610138147704,2.8005392468375025,1
1000,769,453,43,45,9,3.4662156417290735,5.0357509830746565,1
1500,368,542,87,25,36,1.7257822037960344,4.702027944287441,1
